,wavelength,0.06_R_LL,0.06_R_RR,0.14_R_LL,0.14_R_RR,0.23_R_LL,0.23_R_RR,0.35_R_LL,0.35_R_RR,0.44_R_LL,0.44_R_RR,0_R_LL,0_R_RR
15,4.5306122448979585e-07,0.0017954690015888025,5.143969720419519e-05,0.024375031482581147,7.142102415003678e-05,0.0061003996521260765,0.0002286770751299484,0.004735886774750388,8.960549477788883e-05,0.002712045525738281,5.011260142260869e-05,0.7840050352783127,0.00011795993605163338
16,4.6326530612244895e-07,0.15787347271159027,0.00010320720815201135,0.00777236191194562,0.00019290299748952208,0.00017881990724900304,0.00010337371601899002,0.004039310110285843,0.00022504589496380077,0.003143385170933633,9.32290527458934e-05,0.9088390053380199,7.502313429043949e-05
17,4.7346938775510204e-07,0.11289393611686566,0.00010506372355434039,0.020523309427653073,2.2681642747588443e-08,0.01217977282984325,2.6307122888283084e-05,0.0007655570792416082,0.0002251613589459009,0.0033414250004372994,0.0001766341862170769,0.8509919592654894,9.144711407680748e-05
18,4.836734693877551e-07,0.8293871477712766,7.054950267562608e-05,0.044123978940999606,0.00018925660855856439,0.008264128287220902,0.00022092659542575138,0.001084115131300289,4.358147754134461e-05,0.002551499076493546,0.0002633389382811759,0.31279667460100063,6.743944746045641e-05
19,4.938775510204081e-07,0.9095494450876104,0.00010150164085786355,0.011510849322131258,2.002406935135266e-05,0.003915903721041319,2.875784813731837e-05,0.006426612944764982,5.044706770358618e-05,0.0007429826278004741,0.0002512897657891719,0.0891310021963293,0.00011219128487403958
20,5.040816326530612e-07,0.8447701413780329,8.198192031624895e-05,0.13604121431754232,0.00016256820811738973,0.02292481253472315,0.00014177782576280378,0.004009678611867257,0.00024118002146612601,0.0001525814479430725,9.586943867004392e-05,0.056233776525064484,2.5308855768169136e-05
21,5.142857142857142e-07,0.33643582148049866,6.170210778645385e-05,0.0017485830188657587,2.4584102144703872e-05,7.588020045569949e-06,0.0001044850995608153,0.0005438997935975285,7.834386155033457e-05,0.0028785597664842807,2.8084956276413782e-06,0.015796766791237326,0.0001488145177876486
22,5.244897959183673e-07,0.07105308638762936,0.00012918048160167416,0.6938474466936239,0.00016657267188333432,0.03723087381231127,8.064091190694817e-05,0.008975329081701412,6.526488054883894e-05,0.004537567567141045,0.00016833585385491213,0.036886780652300354,1.358890799819666e-06
23,5.346938775510204e-07,0.07947529804737563,7.1666320072609445e-06,0.8967052731557307,4.977296924549714e-06,0.001590257017869236,0.00012848265767088611,0.0023484295521750613,0.00022425667562471163,0.0009158364026582867,0.00023722729650307858,3.69145022057214e-06,0.0001228376906828714
24,5.448979591836735e-07,0.004281569869370577,0.00015363367498396894,0.8991503010638784,0.00016995399075210398,0.06583561522649922,7.352606682676362e-05,0.006026485976497331,6.248161825861514e-07,0.0016173047880563738,1.9750361169259778e-05,0.019451061697717105,7.41595016161912e-05
25,5.551020408163265e-07,0.04385324967247252,2.638202637236503e-05,0.7507982569972573,9.181195459693787e-06,0.0031333467320086494,0.00010513256191442694,0.008884278983558976,0.00021398311092903617,0.005865431987739655,0.00013035521546810603,0.008635971726670393,1.7059039215841058e-05
26,5.653061224489795e-07,0.005395717796928187,6.923492720949337e-05,0.09595870073004133,0.00012432814336509212,0.15727080869702784,0.00010941087256486061,0.0029973086950060685,3.14415738020349e-05,0.0006289230898923649,0.00021286470363487498,0.001658569523536249,0.00013754749161062814
27,5.755102040816326e-07,0.011415317586408603,0.00013146393228887277,0.10715315400831157,8.8950539522838e-05,0.004600702775349363,4.604155959358795e-05,0.014748061748980343,0.0001776450279045809,0.00436143362749515,6.860803613379935e-07,0.011437770873840505,4.446522600223679e-05
28,5.857142857142857e-07,0.017916412683258543,3.3182561255136467e-06,0.06204004533676892,1.988314046503462e-05,0.6903105497810358,0.00016764232897912827,0.002470541837722736,4.5075556257026136e-05,0.004843874777427262,0.00023223809383842738,0.0038587085933356963,2.2890906367454268e-05
29,5.959183673469387e-07,0.0007092203772787549,8.751262546814857e-05,0.005559050077841287,0.00015429353513600992,0.8897898058193495,7.548868060235321e-08,0.020161212254893007,0.0001752674697455339,0.0014537724634545743,4.228301052592531e-05,0.0008665856082572185,0.00012870986290086604
30,6.061224489795918e-07,0.0070163119805677285,0.00012044799766876335,0.04417775830967204,3.448770647483793e-05,0.9065102536118763,0.00015543484172320424,0.005660405941631896,2.404125165968945e-05,0.008287792225181936,0.00016688599172484008,0.006651517017768268,6.0541364613238726e-05
31,6.163265306122449e-07,0.010249091106039745,6.163325600659588e-06,0.01038436661704722,4.584964057999374e-05,0.8307424699350837,6.333254824208116e-05,0.0238893773690389,0.00019702195264869314,0.0003515498910238545,9.168618801047433e-05,0.0039043333446795473,3.993312647495675e-06
32,6.265306122448979e-07,0.0011337999394226488,6.123232127595164e-05,0.005799103954335402,0.00014581767368757644,0.4305600451875661,3.9585135701242494e-05,0.02002791010446906,1.0323505659172675e-07,0.01063225894893812,0.00013399148543681672,1.903526570609532e-07,9.69221344412269e-05
33,6.36734693877551e-07,0.0024069329617738464,0.00012954834364687186,0.020789765520358775,3.1855855884909284e-05,0.010598560217597452,0.00016154310120154944,0.018713997156083777,0.00019014400644243605,0.00030762851604470285,9.468609499997204e-05,0.002842386630043203,0.00010551378941595957
34,6.46938775510204e-07,0.006924780808728884,3.735961521777383e-05,0.006021790318475879,3.180423342467979e-05,0.125898932324478,2.36697743621573e-05,0.06193432209871296,4.138512627086186e-05,0.01278698865855443,0.00014767978132439094,0.004236019426269658,1.3730513693469722e-05
35,6.571428571428571e-07,0.003076562876574307,1.1239912148575122e-05,0.0015058194367182055,0.0001370332400294479,0.02838492641296947,6.0355422001354035e-05,0.0013960395298781105,9.498414736120208e-05,0.0015386275088910648,5.580827437762646e-05,0.0012526516270091159,2.468334571887047e-05
36,6.673469387755101e-07,2.1092338278287232e-05,0.000103427958113893,0.010909800695092828,6.66017349512813e-05,0.013113009306110876,0.00015159620068549341,0.14081157285925183,0.00015587075447139894,0.013494391535298496,0.00019230985072177906,0.00012843577969092495,0.00010595212635931139
37,6.775510204081632e-07,0.002902587685521829,0.00010430603726898388,0.0071283605579077845,2.0788739980932465e-06,0.04392824885038529,2.7573244865951038e-05,0.052895745570562314,3.7547778796611714e-07,0.0073763442561357645,6.231714296725129e-06,0.0021439238265881753,9.119797975530559e-05
38,6.877551020408163e-07,0.004297290797349618,1.66668785300298e-05,0.00010079757333292991,9.303231788261544e-05,0.012423410439419736,3.823769706176312e-05,0.33284645619447883,0.00015928836016911735,0.0088430551433463,0.00021339979985172917,0.0028340748209329243,1.3763795030985605e-05
39,6.979591836734693e-07,0.0015840681260598352,1.7165890182609225e-05,0.0035812731518753793,0.0001215366453266041,0.0027366019190186676,0.00014546216074443966,0.80364235576246,9.981379280530062e-05,0.021616412340921716,2.421409175416025e-05,0.0011071162846791418,1.4269690305549137e-05
40,7.081632653061224e-07,1.4438311251736517e-05,9.623736580419961e-05,0.006893284813597519,2.806330786093794e-05,0.019887311283311126,6.766630171809625e-05,0.899391372657921,1.0276896348001261e-05,0.00037356884274915335,0.00012984229849014527,2.120071692986383e-08,8.378344139871938e-05
41,7.183673469387754e-07,0.0016492983779330616,0.00010499165224089324,0.003028390758545587,1.1769000470573506e-05,0.012935597901439682,2.6469839194246414e-06,0.9058821141934832,0.00015860897394695723,0.03407079029201008,0.00014681730303161937,0.0009017591287795794,0.0001033331489530185
42,7.285714285714286e-07,0.0029537735146710447,3.2613872991143595e-05,4.7737928261194154e-08,9.728212368481904e-05,0.00022722348811088358,9.937750541600186e-05,0.84931297723544,8.8819126859449e-05,0.013895800295477842,6.260640361595356e-06,0.0019710155827613813,4.591020225163658e-05
43,7.387755102040815e-07,0.0018063362432975385,1.6098855044449318e-06,0.002311804135668593,0.00011438996790034106,0.005880714848763966,0.00012838338853697314,0.6067895741114436,5.505665512092289e-06,0.016902145025049744,0.00018743734125366152,0.0015836554938304156,5.883908935886381e-07
44,7.489795918367346e-07,0.00019258203958378407,5.517273440862578e-05,0.0044330737461648504,3.577296689059868e-05,0.011425072788732126,2.9448100718515613e-05,0.05544945391667138,0.0001369312584778924,0.06605266593718653,7.883351231796265e-05,0.0004266299557079604,2.8101200385279036e-05
45,7.591836734693877e-07,0.0003073726867888416,0.00010593126819228136,0.002656757769892328,2.22418709184089e-06,0.005069394144116283,1.2672201209414571e-05,0.08085276026970192,0.00012055429171594124,0.007244410180763194,2.993345823982222e-05,1.7157597462265814e-05,8.452826080915592e-05
46,7.693877551020407e-07,0.0015388623732345836,8.142563437664071e-05,0.0002221901321373515,6.390150757588177e-05,1.3267737117458445e-06,0.00010365522635969729,0.11312059085880868,2.5598867937340643e-06,0.07027453009760265,0.00018812460514958546,0.0006414825384381726,9.50263264701068e-05
47,7.795918367346938e-07,0.001996320258077899,1.9819526652919603e-05,0.0005904338782613923,0.00011518969305771552,0.003609351111213575,0.00012127065227461673,0.019651383325210037,7.541217453552923e-05,0.15437923004988274,6.630845299412882e-05,0.00133207563554721,5.002141026843862e-05
48,7.897959183673469e-07,0.001172474690784818,2.30878958254233e-06,0.0024536057790804466,7.866137502109909e-05,0.006925119184097692,3.713850076558761e-05,0.01018807736768153,0.0001536643686248772,0.001748583018865024,2.4584102144708758e-05,0.0012627885413593542,5.236723033993874e-06
49,8e-07,0.0001811806805026525,4.565393875497357e-05,0.002812814990172241,1.2484842831190591e-05,0.004098518618767399,2.8001739459734206e-06,0.04334494613312313,5.664562862898946e-05,0.4418537079104119,0.00017566457597337727,0.0005897454359918109,8.956427364176071e-06
