,wavelength,0.06_R_LL,0.14_R_LL,0.23_R_LL,0.35_R_LL,0.44_R_LL,0_R_LL
35,6.571428571428571e-07,0.003076562876574307,0.0015058194367182055,0.02838492641296947,0.0013960395298781105,0.0015386275088910648,0.0012526516270091159
36,6.673469387755101e-07,2.1092338278287232e-05,0.010909800695092828,0.013113009306110876,0.14081157285925183,0.013494391535298496,0.00012843577969092495
37,6.775510204081632e-07,0.002902587685521829,0.0071283605579077845,0.04392824885038529,0.052895745570562314,0.0073763442561357645,0.0021439238265881753
38,6.877551020408163e-07,0.004297290797349618,0.00010079757333292991,0.012423410439419736,0.33284645619447883,0.0088430551433463,0.0028340748209329243
39,6.979591836734693e-07,0.0015840681260598352,0.0035812731518753793,0.0027366019190186676,0.80364235576246,0.021616412340921716,0.0011071162846791418
40,7.081632653061224e-07,1.4438311251736517e-05,0.006893284813597519,0.019887311283311126,0.899391372657921,0.00037356884274915335,2.120071692986383e-08
41,7.183673469387754e-07,0.0016492983779330616,0.003028390758545587,0.012935597901439682,0.9058821141934832,0.03407079029201008,0.0009017591287795794
42,7.285714285714286e-07,0.0029537735146710447,4.7737928261194154e-08,0.00022722348811088358,0.84931297723544,0.013895800295477842,0.0019710155827613813
43,7.387755102040815e-07,0.0018063362432975385,0.002311804135668593,0.005880714848763966,0.6067895741114436,0.016902145025049744,0.0015836554938304156
44,7.489795918367346e-07,0.00019258203958378407,0.0044330737461648504,0.011425072788732126,0.05544945391667138,0.06605266593718653,0.0004266299557079604
45,7.591836734693877e-07,0.0003073726867888416,0.002656757769892328,0.005069394144116283,0.08085276026970192,0.007244410180763194,1.7157597462265814e-05
46,7.693877551020407e-07,0.0015388623732345836,0.0002221901321373515,1.3267737117458445e-06,0.11312059085880868,0.07027453009760265,0.0006414825384381726
47,7.795918367346938e-07,0.001996320258077899,0.0005904338782613923,0.003609351111213575,0.019651383325210037,0.15437923004988274,0.00133207563554721
48,7.897959183673469e-07,0.001172474690784818,0.0024536057790804466,0.006925119184097692,0.01018807736768153,0.001748583018865024,0.0012627885413593542
49,8e-07,0.0001811806805026525,0.002812814990172241,0.004098518618767399,0.04334494613312313,0.4418537079104119,0.0005897454359918109
