,wavelength,big_blue_R_LL,big_blue_R_RR,big_blue_R_pp,big_blue_R_sp,med_blue_R_LL,med_blue_R_RR,med_blue_R_pp,med_blue_R_sp
96,6.221476510067114e-07,0.0025682439090484923,5.7508499814523366e-05,0.0005479665463845098,0.000747690428314769,4.3704868724635685e-07,3.0251228307440135e-11,9.15634922029946e-08,1.1108767966850742e-07
97,6.255033557046979e-07,0.003336188688593993,2.5904513894810625e-05,0.0007036356064387987,0.0009118818879869478,6.661395406500915e-05,1.7825222504959e-06,8.093151309733216e-06,2.254726493083686e-05
98,6.288590604026845e-07,0.00299328582183875,3.1028480086475324e-06,0.0006372744436813106,0.0007742710234236331,0.0002671778840867009,6.879810719004875e-06,3.274175811666148e-05,8.99502126021517e-05
99,6.322147651006711e-07,0.001826767570733761,3.3077652063510093e-06,0.0004055710570254638,0.00044097851919708037,0.0005642232741801624,1.467776595807061e-05,6.865310453361139e-05,0.00019022494271690965
100,6.355704697986577e-07,0.0005948309216358013,2.5364176782736273e-05,0.00015920659705782162,0.00012647351554289678,0.0009167843939423089,2.4366836844117365e-05,0.0001103467410810065,0.00031001653690635746
101,6.389261744966442e-07,9.122848426222974e-06,5.465357576739723e-05,3.9318472381481864e-05,1.0015091350167651e-05,0.0012847531189086358,3.502786567256214e-05,0.00015273815798816438,0.0004360102871103779
102,6.422818791946308e-07,0.00031762828114640854,7.301259917189581e-05,9.512512598552889e-05,0.00013286288711622483,0.0016320699304184663,4.5718594094475964e-05,0.00019150257369337815,0.000556022466609939
103,6.456375838926174e-07,0.0012204688185113808,6.982518893114387e-05,0.00026820177479335754,0.0003916037216392221,0.0019290487560504244,5.555338234172119e-05,0.00022330430059092177,0.0006598261379790035
104,6.489932885906039e-07,0.002116763558911652,4.765159868354433e-05,0.00044152726199996826,0.0006172773223032201,0.0021538042163813716,6.377026871171323e-05,0.00024589988636654553,0.0007396912159233782
105,6.523489932885905e-07,0.0024824409733638416,1.9768931425852697e-05,0.0005132336260156115,0.000679658145176823,0.002292833753641704,6.978136006618653e-05,0.00025813286336272365,0.0007906463517790653
106,6.557046979865771e-07,0.002144655315549223,1.9057018423951704e-06,0.0004495830452476752,0.000553387177798357,0.00234086506142739,7.320446087015976e-05,0.0002598431946963515,0.0008104910411323412
107,6.590604026845638e-07,0.001326609438769336,3.3875453095564343e-06,0.0002932108362160878,0.0003176073279893371,0.0023001132648100774,7.387564567068516e-05,0.0002517161794401145,0.0007995998845262596
108,6.624161073825503e-07,0.00048037359201725903,2.2574274000386383e-05,0.00013051344947209804,0.00010114300551898111,0.002179106575218319,7.184402786148101e-05,0.00023509464943841113,0.000760568097228077
109,6.657718120805369e-07,2.5508501316468163e-05,4.855010487942356e-05,4.1367077963652026e-05,9.630727297778362e-06,0.0019912384198796903,6.735119133663104e-05,0.00021177568881371577,0.0006977494058701744
110,6.691275167785235e-07,0.00013890667930918437,6.749163764543988e-05,5.931825269091668e-05,7.399442583177353e-05,0.0017531927171227544,6.079858987239749e-05,0.00018380959220619877,0.0006167356247121463
